Source,Target,Weight
MESH:C535700,MESH:D015275,0.0034698126301179735
MESH:C535700,MESH:D015408,0.001040943789035392
MESH:C535700,MESH:D016609,0.0017349063150589867
MESH:C535700,MESH:D020295,0.002081887578070784
MESH:C535700,MESH:D020388,0.0034698126301179735
MESH:C535700,MESH:D046152,0.0034698126301179735
MESH:C535700,MESH:D053448,0.0017349063150589867
MESH:C535700,MESH:D054990,0.0017349063150589867
MESH:C535700,MESH:D055756,0.002775850104094379
MESH:C535700,OMIM:131440,0.001040943789035392
MESH:C535700,OMIM:606824,0.0006939625260235947
MESH:C535700,OMIM:606864,0.004857737682165163
MESH:C535727,MESH:D012700,0.002081887578070784
MESH:C535733,MESH:D002471,0.003122831367106176
MESH:C535740,MESH:C537060,0.0013879250520471894
